goodrx_default_quantity,goodrx_dosage,goodrx_drug_id,goodrx_form_name,goodrx_slug,mapping_source,description,dosage_form,strength,billing_unit,gcn,gcn_seqno,medid,with_modified_retail_package
60,25mg,22866,tablet,neptazane,manual,methazolamide 25 mg tablet,tablet,25,each,34741,8168,251412,f
60,25mg,22866,tablet,neptazane,manual,methazolamide 25 mg tablet,tablet,25,each,34741,8168,251412,f
150,10mg-5ml,32238,oral-solution,aventyl,manual,nortriptyline 10 mg/5 mL oral solution,solution,10,milliliters,16535,46063,251468,f
150,10mg-5ml,32238,oral-solution,nortriptyline,manual,nortriptyline 10 mg/5 mL oral solution,solution,10,milliliters,16535,46063,251468,f
150,10mg-5ml,32238,oral-solution,aventyl,manual,nortriptyline 10 mg/5 mL oral solution,solution,10,milliliters,16535,46063,251468,f
52,150mg,39548,tablet,capecitabine,manual,capecitabine 150 mg tablet,tablet,150,each,31611,39780,251571,f
60,90mg,31437,capsule,cardizem-sr,manual,"diltiazem ER 90 mg capsule,extended release 12 hr","capsule,extended release 12 hr",90,each,2320,572,251572,f
60,90mg,31437,capsule,cardizem-sr,manual,"diltiazem ER 90 mg capsule,extended release 12 hr","capsule,extended release 12 hr",90,each,2320,572,251572,f
60,75mg,13233,tablet,wellbutrin,manual,bupropion HCl 75 mg tablet,tablet,75,each,16384,46236,251594,f
60,75mg,13233,tablet,bupropion,manual,bupropion HCl 75 mg tablet,tablet,75,each,16384,46236,251594,f
1,50g-of-0.05%25,35965,tube-of-cream,diprolene,gcn_expansion,Diprolene AF 0.05 % topical cream,cream,0.05,grams,31890,7561,251601,f
60,1mg,797,tablet,cogentin,manual,benztropine 1 mg tablet,tablet,1,each,17621,4590,251660,f
60,1mg,797,tablet,cogentin,manual,benztropine 1 mg tablet,tablet,1,each,17621,4590,251660,f
60,1mg,797,tablet,benztropine-mesylate,manual,benztropine 1 mg tablet,tablet,1,each,17621,4590,251660,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
90,240mg,39350,capsule,cardizem-cd,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
90,240mg,39350,capsule,cartia-xt,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
90,240mg,39350,capsule,dilt-cd,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
90,240mg,39350,capsule,cardizem-cd,manual,"Cartia XT 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,251672,f
1,30ml-of-1%25,35666,bottle-of-topical-solution,clotrimazole,manual,clotrimazole 1 % topical solution,solution,1,milliliters,30380,7362,251742,f
1,30ml-of-1%25,35666,bottle-of-topical-solution,mycelex,manual,clotrimazole 1 % topical solution,solution,1,milliliters,30380,7362,251742,f
30,1mg,178,tablet,tenex,manual,guanfacine 1 mg tablet,tablet,1,each,32480,364,251749,f
30,1mg,178,tablet,guanfacine,manual,guanfacine 1 mg tablet,tablet,1,each,32480,364,251749,f
30,1mg,178,tablet,tenex,manual,guanfacine 1 mg tablet,tablet,1,each,32480,364,251749,f
60,100mg,8535,tablet,tambocor,manual,flecainide 100 mg tablet,tablet,100,each,1580,263,251766,f
60,100mg,8535,tablet,flecainide,manual,flecainide 100 mg tablet,tablet,100,each,1580,263,251766,f
1,473ml-of-100mg-5ml,37772,bottle-of-oral-suspension,ibuprofen,gcn_expansion,Motrin 100 mg/5 mL oral suspension,suspension,100,milliliters,35930,12080,251769,t
1,473ml-of-100mg-5ml,37772,bottle-of-oral-suspension,ibuprofen,gcn_expansion,Motrin 100 mg/5 mL oral suspension,suspension,100,milliliters,35930,12080,251769,t
30,20mg,34340,capsule,lescol,manual,fluvastatin 20 mg capsule,capsule,20,each,30,21694,251829,f
60,4mg,5246,tablet,trilafon,manual,perphenazine 4 mg tablet,tablet,4,each,14652,3832,251884,f
60,4mg,5246,tablet,perphenazine,manual,perphenazine 4 mg tablet,tablet,4,each,14652,3832,251884,f
60,4mg,5246,tablet,perphenazine,manual,perphenazine 4 mg tablet,tablet,4,each,14652,3832,251884,f
30,7.5mg,33609,tablet,zyprexa,gcn_expansion,Zyprexa 7.5 mg tablet,tablet,7.5,each,15081,27959,251904,f
60,50mg,1569,tablet,lopressor,manual,metoprolol tartrate 50 mg tablet,tablet,50,each,20642,5132,251929,f
60,50mg,1569,tablet,metoprolol,manual,metoprolol tartrate 50 mg tablet,tablet,50,each,20642,5132,251929,f
60,50mg,1569,tablet,lopressor,manual,metoprolol tartrate 50 mg tablet,tablet,50,each,20642,5132,251929,f
30,37.5mg,5621,tablet,venlafaxine,manual,Effexor 37.5 mg tablet,tablet,37.5,each,16812,46399,251996,f
30,37.5mg,5621,tablet,effexor,manual,Effexor 37.5 mg tablet,tablet,37.5,each,16812,46399,251996,f
1,85g-of-10%25,43686,tube-of-cream,urea,manual,urea 10 % topical cream,cream,10,grams,24770,6289,252027,f
20,100mg,30107,tablet,norflex,manual,"orphenadrine citrate ER 100 mg tablet,extended release",tablet extended release,100,each,17670,4595,252046,f
30,500mg,7911,capsule,amoxil,gcn_expansion,Wymox 500 mg capsule,capsule,500,each,39661,8996,252064,f
30,500mg,7911,capsule,amoxicillin,gcn_expansion,Wymox 500 mg capsule,capsule,500,each,39661,8996,252064,f
5,2ml-of-25mg-ml,33762,ampule,chlorpromazine,manual,chlorpromazine 25 mg/mL injection solution,solution,25,milliliters,14331,3788,252140,f
5,2ml-of-25mg-ml,33762,ampule,promapar,manual,chlorpromazine 25 mg/mL injection solution,solution,25,milliliters,14331,3788,252140,f
5,2ml-of-25mg-ml,33762,ampule,thorazine,manual,chlorpromazine 25 mg/mL injection solution,solution,25,milliliters,14331,3788,252140,f
5,2ml-of-25mg-ml,33762,ampule,chlorpromazine,manual,chlorpromazine 25 mg/mL injection solution,solution,25,milliliters,14331,3788,252140,f
30,200mg,33373,capsule,progesterone,manual,progesterone micronized 200 mg capsule,capsule,200,each,50786,43802,252197,f
30,200mg,33373,capsule,prometrium,manual,progesterone micronized 200 mg capsule,capsule,200,each,50786,43802,252197,f
30,50mg,654,capsule,indocin,manual,indomethacin 50 mg capsule,capsule,50,each,35681,8337,252217,f
30,50mg,654,capsule,indocin,manual,indomethacin 50 mg capsule,capsule,50,each,35681,8337,252217,f
28,21mg,7824,patch,nicotine,manual,nicotine 21 mg/24 hr daily transdermal patch,patch 24 hour,21,each,3423,16427,252274,f
60,2mg,30125,tablet,aceon,manual,Aceon 2 mg tablet,tablet,2,each,13758,41337,252320,f
60,2mg,30125,tablet,perindopril,manual,Aceon 2 mg tablet,tablet,2,each,13758,41337,252320,f
90,40mg,706,tablet,lisinopril,gcn_expansion,Prinivil 40 mg tablet,tablet,40,each,47263,392,252381,f
90,40mg,706,tablet,prinivil,gcn_expansion,Prinivil 40 mg tablet,tablet,40,each,47263,392,252381,f
90,40mg,706,tablet,zestril,gcn_expansion,Prinivil 40 mg tablet,tablet,40,each,47263,392,252381,f
90,40mg,706,tablet,lisinopril,gcn_expansion,Prinivil 40 mg tablet,tablet,40,each,47263,392,252381,f
1,15g-of-0.5%25,35059,tube-of-cream,kenalog,manual,Aristocort R 0.1 % topical cream,cream,0.1,grams,31232,7594,252406,f
1,15g-of-0.5%25,35059,tube-of-cream,triamcinolone,manual,Aristocort R 0.1 % topical cream,cream,0.1,grams,31232,7594,252406,f
60,10mg,7880,tablet,isosorbide-mononitrate,gcn_expansion,Monoket 10 mg tablet,tablet,10,each,1932,17294,252462,f
60,10mg,7880,tablet,monoket,gcn_expansion,Monoket 10 mg tablet,tablet,10,each,1932,17294,252462,f
1,45g-of-0.05%25,35967,tube-of-cream,diprosone,gcn_expansion,Teladar 0.05 % topical cream,cream,0.05,grams,31060,7568,252473,f
1,45g-of-0.05%25,35967,tube-of-cream,maxivate,gcn_expansion,Teladar 0.05 % topical cream,cream,0.05,grams,31060,7568,252473,f
1,45g-of-0.05%25,35967,tube-of-cream,alphatrex,gcn_expansion,Teladar 0.05 % topical cream,cream,0.05,grams,31060,7568,252473,f
90,25mg,1238,tablet,esidrix,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
90,25mg,1238,tablet,microzide,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
90,25mg,1238,tablet,hydrochlorothiazide,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
90,25mg,1238,tablet,esidrix,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
90,25mg,1238,tablet,oretic,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
90,25mg,1238,tablet,microzide,gcn_expansion,Esidrix 25 mg tablet,tablet,25,each,34824,8182,252492,f
120,500mg,41391,tablet,glucophage-xr,manual,"Glucophage XR 500 mg tablet,extended release",tablet extended release 24 hr,500,each,89863,46754,252504,f
120,500mg,41391,tablet,glucophage-xr,manual,"Glucophage XR 500 mg tablet,extended release",tablet extended release 24 hr,500,each,89863,46754,252504,f
120,500mg,41391,tablet,metformin-er-glucophage-xr,manual,"Glucophage XR 500 mg tablet,extended release",tablet extended release 24 hr,500,each,89863,46754,252504,f
60,40mg,5024,tablet,megestrol,manual,megestrol 40 mg tablet,tablet,40,each,38681,8829,252545,f
60,40mg,5024,tablet,megace,manual,megestrol 40 mg tablet,tablet,40,each,38681,8829,252545,f
60,40mg,5024,tablet,megestrol,manual,megestrol 40 mg tablet,tablet,40,each,38681,8829,252545,f
60,40mg,5024,tablet,megace,manual,megestrol 40 mg tablet,tablet,40,each,38681,8829,252545,f
30,250mg,5605,tablet,ursodiol,manual,URSO 250 250 mg tablet,tablet,250,each,1072,24333,252632,f
30,250mg,5605,tablet,urso-250,manual,URSO 250 250 mg tablet,tablet,250,each,1072,24333,252632,f
30,250mg,5605,tablet,ursodiol,manual,URSO 250 250 mg tablet,tablet,250,each,1072,24333,252632,f
90,5mg,1062,tablet,finasteride,manual,Proscar 5 mg tablet,tablet,5,each,30521,41440,252636,f
60,5mg,6904,chewable-tablet,lamictal,manual,lamotrigine 5 mg chewable dispersible tablet,"tablet, chewable dispersible",5,each,64323,21935,252714,f
60,5mg,6904,chewable-tablet,lamictal,manual,lamotrigine 5 mg chewable dispersible tablet,"tablet, chewable dispersible",5,each,64323,21935,252714,f
1,30ml-of-1%25,35666,bottle-of-topical-solution,clotrimazole,gcn_expansion,Fungoid 1 % topical solution,solution,1,milliliters,30380,7362,252735,f
1,30ml-of-1%25,35666,bottle-of-topical-solution,mycelex,gcn_expansion,Fungoid 1 % topical solution,solution,1,milliliters,30380,7362,252735,f
14,1g,21339,tablet,cefadroxil,manual,cefadroxil 1 gram tablet,tablet,1,each,45345,48266,252739,f
14,1g,21339,tablet,ultracef,manual,cefadroxil 1 gram tablet,tablet,1,each,45345,48266,252739,f
14,1g,21339,tablet,duricef,manual,cefadroxil 1 gram tablet,tablet,1,each,45345,48266,252739,f
14,1g,21339,tablet,cefadroxil,manual,cefadroxil 1 gram tablet,tablet,1,each,45345,48266,252739,f
30,60mg,1004,tablet,isosorbide-mononitrate-er,manual,"Imdur 60 mg tablet,extended release",tablet extended release 24 hr,60,each,48102,17297,252742,f
30,60mg,1004,tablet,imdur,manual,"Imdur 60 mg tablet,extended release",tablet extended release 24 hr,60,each,48102,17297,252742,f
1,2ml-of-1%25,35465,eye-dropper,cyclopentolate,gcn_expansion,Spectro-Pentolate 1 % eye drops,drops,1,milliliters,33031,7875,252795,f
1,2ml-of-1%25,35465,eye-dropper,pentolair,gcn_expansion,Spectro-Pentolate 1 % eye drops,drops,1,milliliters,33031,7875,252795,f
1,2ml-of-1%25,35465,eye-dropper,ak-pentolate,gcn_expansion,Spectro-Pentolate 1 % eye drops,drops,1,milliliters,33031,7875,252795,f
1,2ml-of-1%25,35465,eye-dropper,cyclogyl,gcn_expansion,Spectro-Pentolate 1 % eye drops,drops,1,milliliters,33031,7875,252795,f
30,5mg,3973,tablet,donepezil,gcn_expansion,Aricept 5 mg tablet,tablet,5,each,4302,29335,252804,f
90,10mg,7742,tablet,isordil,gcn_expansion,Isordil Titradose 10 mg tablet,tablet,10,each,1942,507,252883,f
90,10mg,7742,tablet,isosorbide-dinitrate,gcn_expansion,Isordil Titradose 10 mg tablet,tablet,10,each,1942,507,252883,f
60,375mg,32151,tablet,ec-naprosyn,gcn_expansion,"EC-Naprosyn 375 mg tablet,delayed release","tablet,delayed release (DR/EC)",375,each,61850,18435,252891,f
60,375mg,32151,tablet,ec-naprosyn,gcn_expansion,"EC-Naprosyn 375 mg tablet,delayed release","tablet,delayed release (DR/EC)",375,each,61850,18435,252891,f
30,4mg-240mg,40871,tablet,tarka,manual,"trandolapril 4 mg-verapamil ER 240 mg tablet,immed-exten release 24 hr","tablet, IR - ER, biphasic 24hr",4-240,each,32114,29254,252934,f
30,4mg-240mg,40871,tablet,tarka,manual,"trandolapril 4 mg-verapamil ER 240 mg tablet,immed-exten release 24 hr","tablet, IR - ER, biphasic 24hr",4-240,each,32114,29254,252934,f
30,4mg-240mg,40871,tablet,trandolapril-verapamil,manual,"trandolapril 4 mg-verapamil ER 240 mg tablet,immed-exten release 24 hr","tablet, IR - ER, biphasic 24hr",4-240,each,32114,29254,252934,f
1,120ml-of-10mg-ml,6795,bottle-of-oral-solution,doxepin,manual,doxepin 10 mg/mL oral concentrate,concentrate,10,milliliters,16571,46092,252937,f
90,50mg,139,tablet,atenolol,gcn_expansion,Senormin 50 mg tablet,tablet,50,each,20661,5139,252957,f
90,50mg,139,tablet,atenolol,gcn_expansion,Senormin 50 mg tablet,tablet,50,each,20661,5139,252957,f
90,50mg,139,tablet,tenormin,gcn_expansion,Senormin 50 mg tablet,tablet,50,each,20661,5139,252957,f
30,10mg,33617,orally-disintegrating-tab,zyprexa-zydis,manual,olanzapine 10 mg disintegrating tablet,"tablet,disintegrating",10,each,92008,45191,253110,f
30,15mg,5255,capsule,phentermine,gcn_expansion,Oby-Trim 15 mg capsule,capsule,15,each,20691,5152,253259,f
30,15mg,5255,capsule,adipex-p,gcn_expansion,Oby-Trim 15 mg capsule,capsule,15,each,20691,5152,253259,f
30,15mg,5255,capsule,phentermine,gcn_expansion,Oby-Trim 15 mg capsule,capsule,15,each,20691,5152,253259,f
90,12.5mg,181,capsule,esidrix,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
90,12.5mg,181,capsule,microzide,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
90,12.5mg,181,capsule,hydrochlorothiazide,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
90,12.5mg,181,capsule,esidrix,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
90,12.5mg,181,capsule,oretic,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
90,12.5mg,181,capsule,microzide,manual,hydrochlorothiazide 12.5 mg capsule,capsule,12.5,each,34820,29832,253304,f
60,2mg,30125,tablet,aceon,manual,perindopril erbumine 2 mg tablet,tablet,2,each,13758,41337,253349,f
60,2mg,30125,tablet,perindopril,manual,perindopril erbumine 2 mg tablet,tablet,2,each,13758,41337,253349,f
90,25mg,684,tablet,persantine,manual,dipyridamole 25 mg tablet,tablet,25,each,53141,41698,253430,f
90,25mg,684,tablet,persantine,manual,dipyridamole 25 mg tablet,tablet,25,each,53141,41698,253430,f
90,25mg,684,tablet,dipyridamole,manual,dipyridamole 25 mg tablet,tablet,25,each,53141,41698,253430,f
1,5ml-of-0.3%25,35510,eye-dropper,garamycin,gcn_expansion,Gentasol 0.3 % eye drops,drops,0.3,milliliters,33600,7984,253513,f
1,5ml-of-0.3%25,35510,eye-dropper,gentamicin,gcn_expansion,Gentasol 0.3 % eye drops,drops,0.3,milliliters,33600,7984,253513,f
1,5ml-of-0.3%25,35510,eye-dropper,gentafair,gcn_expansion,Gentasol 0.3 % eye drops,drops,0.3,milliliters,33600,7984,253513,f
1,5ml-of-0.3%25,35510,eye-dropper,gentak,gcn_expansion,Gentasol 0.3 % eye drops,drops,0.3,milliliters,33600,7984,253513,f
30,1.25mg,759,tablet,micronase,manual,Diabeta 1.25 mg tablet,tablet,1.25,each,5710,1773,253589,f
30,1.25mg,759,tablet,micronase,manual,Diabeta 1.25 mg tablet,tablet,1.25,each,5710,1773,253589,f
60,60mg,5333,tablet,inderal,manual,Inderal 60 mg tablet,tablet,60,each,20633,5126,253629,f
60,60mg,5333,tablet,inderal,manual,Inderal 60 mg tablet,tablet,60,each,20633,5126,253629,f
1,60g-of-0.05%25,34648,tube-of-ointment,lidex,gcn_expansion,Lidex 0.05 % topical ointment,ointment,0.05,grams,31400,7617,253679,f
1,60g-of-0.05%25,34648,tube-of-ointment,fluocinonide,gcn_expansion,Lidex 0.05 % topical ointment,ointment,0.05,grams,31400,7617,253679,f
1,60g-of-0.05%25,34648,tube-of-ointment,lidex,gcn_expansion,Lidex 0.05 % topical ointment,ointment,0.05,grams,31400,7617,253679,f
2,5-patches-of-50mcg-hr,37235,carton,duragesic,manual,fentanyl 50 mcg/hr TD tdsy,transdermal system (obsolete),50,each,19201,15881,253846,f
946,100mg-5ml,41268,liquid,iophen-nr,gcn_expansion,Siltussin DAS 100 mg/5 mL oral liquid,liquid,100,milliliters,2512,22210,253935,f
30,500mg,41192,tablet,niacin,manual,niacin 500 mg tablet,tablet,500,each,94881,2391,253952,f
60,300mg,8136,tablet,zidovudine,manual,zidovudine 300 mg tablet,tablet,300,each,44533,26550,254026,f
60,300mg,8136,tablet,retrovir,manual,zidovudine 300 mg tablet,tablet,300,each,44533,26550,254026,f
30,250mg,42723,capsule,cycloserine,manual,Seromycin 250 mg capsule,capsule,250,each,41250,9319,254034,f
30,250mg,42723,capsule,seromycin,manual,Seromycin 250 mg capsule,capsule,250,each,41250,9319,254034,f
30,5mg,31392,capsule,dexedrine-spansule,manual,"dextroamphetamine ER 5 mg capsule,extended release","capsule, extended release",5,each,19852,5007,254083,f
30,5mg,31392,capsule,dexedrine-spansule,manual,"dextroamphetamine ER 5 mg capsule,extended release","capsule, extended release",5,each,19852,5007,254083,f
30,5mg,31392,capsule,dextroamphetamine-er,manual,"dextroamphetamine ER 5 mg capsule,extended release","capsule, extended release",5,each,19852,5007,254083,f
90,40mg,694,tablet,monopril,manual,Monopril 40 mg tablet,tablet,40,each,48580,24469,254165,f
90,40mg,694,tablet,fosinopril,manual,Monopril 40 mg tablet,tablet,40,each,48580,24469,254165,f
90,40mg,694,tablet,monopril,manual,Monopril 40 mg tablet,tablet,40,each,48580,24469,254165,f
1,4.9g-of-400mcg-spray,33665,bottle-of-spray,nitrolingual,manual,nitroglycerin 400 mcg/spray translingual,"spray,non-aerosol",400,grams,92257,44359,254168,f
60,40mg,206,tablet,inderal,manual,Inderal 40 mg tablet,tablet,40,each,20632,5125,254232,f
60,40mg,206,tablet,inderal,manual,Inderal 40 mg tablet,tablet,40,each,20632,5125,254232,f
60,300mg,27804,tablet,demeclocycline,manual,demeclocycline 300 mg tablet,tablet,300,each,40291,9214,254416,f
60,300mg,27804,tablet,declomycin,manual,demeclocycline 300 mg tablet,tablet,300,each,40291,9214,254416,f
90,10mg,28036,tablet,felodipine-er,gcn_expansion,"Plendil 10 mg tablet,extended release",tablet extended release 24 hr,10,each,2622,16296,254452,f
90,10mg,28036,tablet,felodipine-er,gcn_expansion,"Plendil 10 mg tablet,extended release",tablet extended release 24 hr,10,each,2622,16296,254452,f
90,10mg,28036,tablet,plendil,gcn_expansion,"Plendil 10 mg tablet,extended release",tablet extended release 24 hr,10,each,2622,16296,254452,f
10,5mg,38700,capsule,temodar,manual,temozolomide 5 mg capsule,capsule,5,each,92893,43010,254486,f
10,5mg,38700,capsule,temozolomide,manual,temozolomide 5 mg capsule,capsule,5,each,92893,43010,254486,f
90,25mg,259,tablet,mellaril,gcn_expansion,Mellaril 25 mg tablet,tablet,25,each,14880,3864,254495,f
90,25mg,259,tablet,mellaril,gcn_expansion,Mellaril 25 mg tablet,tablet,25,each,14880,3864,254495,f
60,75mg,30063,capsule,minocin,manual,minocycline 75 mg capsule,capsule,75,each,93387,42778,254503,f
60,75mg,30063,capsule,minocycline,manual,minocycline 75 mg capsule,capsule,75,each,93387,42778,254503,f
60,75mg,30063,capsule,minocin,manual,minocycline 75 mg capsule,capsule,75,each,93387,42778,254503,f
60,75mg,30063,capsule,minocycline,manual,minocycline 75 mg capsule,capsule,75,each,93387,42778,254503,f
60,64.8mg,5253,tablet,luminal,manual,phenobarbital 64.8 mg tablet,tablet,64.8,each,97966,27612,254610,f
60,64.8mg,5253,tablet,luminal,manual,phenobarbital 64.8 mg tablet,tablet,64.8,each,97966,27612,254610,f
60,64.8mg,5253,tablet,phenobarbital,manual,phenobarbital 64.8 mg tablet,tablet,64.8,each,97966,27612,254610,f
60,200mg,29976,tablet,hydroxychloroquine,manual,Quineprox 200 mg tablet,tablet,200,each,42940,9580,254644,f
30,80mg-12.5mg,39378,tablet,micardis-hct,manual,telmisartan 80 mg-hydrochlorothiazide 12.5 mg tablet,tablet,80-12.5,each,12259,47324,254675,f
