medication,strength,form,units,price
cardizem,120 mg,Tablet,270,124
carbatrol,100 mg,Capsule Er,30,22
carbatrol,100 mg,Capsule Er,60,44
carbatrol,100 mg,Capsule Er,90,66
carbatrol,100 mg,Capsule Er,120,88
carbatrol,100 mg,Capsule Er,180,132
carbatrol,200 mg,Capsule Er,30,28
carbatrol,200 mg,Capsule Er,60,55
carbatrol,200 mg,Capsule Er,90,82
carbatrol,200 mg,Capsule Er,120,109
carbatrol,200 mg,Capsule Er,150,136
carbatrol,200 mg,Capsule Er,180,163
carbatrol,300 mg,Capsule Er,30,22
carbatrol,300 mg,Capsule Er,60,43
carbatrol,300 mg,Capsule Er,90,64
carbatrol,300 mg,Capsule Er,120,85
carbatrol,300 mg,Capsule Er,180,127
carafate,1 gm,Tablet,30,9
carafate,1 gm,Tablet,40,12
carafate,1 gm,Tablet,56,16
carafate,1 gm,Tablet,60,17
carafate,1 gm,Tablet,90,26
carafate,1 gm,Tablet,120,34
capoten,12.5 mg,Tablet,30,27
capoten,12.5 mg,Tablet,60,53
capoten,12.5 mg,Tablet,90,79
capoten,12.5 mg,Tablet,180,157
capoten,12.5 mg,Tablet,270,235
capoten,25 mg,Tablet,30,28
capoten,25 mg,Tablet,60,55
capoten,25 mg,Tablet,90,82
capoten,25 mg,Tablet,180,164
capoten,25 mg,Tablet,270,246
capoten,50 mg,Tablet,30,43
capoten,50 mg,Tablet,60,85
capoten,50 mg,Tablet,90,127
capoten,50 mg,Tablet,180,254
capoten,50 mg,Tablet,270,380
capoten,100 mg,Tablet,30,69
capoten,100 mg,Tablet,60,138
capoten,100 mg,Tablet,90,207
capoten,100 mg,Tablet,180,414
capoten,100 mg,Tablet,270,621
capex,0.01%/15 gm,Cream,1,30
capex,0.01%/15 gm,Cream,3,88
capex,0.01%/60 gm,Cream,1,80
capex,0.01%/60 gm,Cream,3,238
capex,0.025%/15 gm,Cream,1,34
capex,0.025%/15 gm,Cream,3,100
capex,0.025%/60 gm,Cream,1,125
capex,0.025%/60 gm,Cream,3,374
capex,0.025%/15 gm,Ointment,1,24
capex,0.025%/15 gm,Ointment,3,70
capex,0.025%/60 gm,Ointment,1,66
capex,0.025%/60 gm,Ointment,3,198
capex,0.01%/60 gm,Solution,1,93
capex,0.01%/60 gm,Solution,3,278
calansr,120 mg,Tablet Er,30,8
calansr,120 mg,Tablet Er,60,16
calansr,120 mg,Tablet Er,90,24
calansr,120 mg,Tablet Er,180,47
calansr,180 mg,Tablet Er,30,6
calansr,180 mg,Tablet Er,60,12
calansr,180 mg,Tablet Er,90,17
calansr,180 mg,Tablet Er,180,34
calansr,240 mg,Tablet Er,30,7
calansr,240 mg,Tablet Er,45,10
calansr,240 mg,Tablet Er,60,13
calansr,240 mg,Tablet Er,90,19
calansr,240 mg,Tablet Er,180,37
calan,40 mg,Tablet,30,5
calan,40 mg,Tablet,60,10
calan,40 mg,Tablet,90,15
calan,40 mg,Tablet,180,29
calan,80 mg,Tablet,30,4
calan,80 mg,Tablet,60,6
calan,80 mg,Tablet,90,8
calan,80 mg,Tablet,180,14
calan,80 mg,Tablet,270,20
calan,120 mg,Tablet,30,4
calan,120 mg,Tablet,60,7
calan,120 mg,Tablet,90,10
calan,120 mg,Tablet,180,19
calan,120 mg,Tablet,270,28
caduet,5 mg/10 mg,Tablet,30,80
caduet,5 mg/10 mg,Tablet,90,239
caduet,5 mg/10 mg,Tablet,120,318
caduet,5 mg/20 mg,Tablet,30,97
caduet,5 mg/20 mg,Tablet,90,289
caduet,5 mg/40 mg,Tablet,30,143
caduet,5 mg/40 mg,Tablet,60,285
caduet,5 mg/40 mg,Tablet,90,428
caduet,5 mg/80 mg,Tablet,30,148
caduet,5 mg/80 mg,Tablet,90,443
caduet,10 mg/10 mg,Tablet,30,99
caduet,10 mg/10 mg,Tablet,90,296
caduet,10 mg/20 mg,Tablet,30,95
caduet,10 mg/20 mg,Tablet,90,283
caduet,10 mg/40 mg,Tablet,30,164
caduet,10 mg/40 mg,Tablet,90,491
buspar,5 mg,Tablet,30,4
buspar,5 mg,Tablet,60,7
buspar,5 mg,Tablet,90,10
buspar,5 mg,Tablet,180,19
buspar,5 mg,Tablet,270,28
buspar,7.5 mg,Tablet,30,14
buspar,7.5 mg,Tablet,60,27
buspar,7.5 mg,Tablet,90,41
buspar,7.5 mg,Tablet,120,54
buspar,7.5 mg,Tablet,180,81
buspar,10 mg,Tablet,30,4
buspar,10 mg,Tablet,60,7
buspar,10 mg,Tablet,90,10
buspar,10 mg,Tablet,120,13
buspar,10 mg,Tablet,180,18
buspar,15 mg,Tablet,30,9
buspar,15 mg,Tablet,60,16
buspar,15 mg,Tablet,90,24
buspar,15 mg,Tablet,120,31
buspar,15 mg,Tablet,180,46
buspar,30 mg,Tablet,30,12
buspar,30 mg,Tablet,45,18
buspar,30 mg,Tablet,60,24
buspar,30 mg,Tablet,90,36
buspar,30 mg,Tablet,180,72
bumex,0.5 mg,Tablet,30,22
bumex,0.5 mg,Tablet,60,43
bumex,0.5 mg,Tablet,90,64
bumex,0.5 mg,Tablet,180,127
bumex,1 mg,Tablet,30,15
bumex,1 mg,Tablet,60,30
bumex,1 mg,Tablet,90,45
bumex,1 mg,Tablet,120,59
bumex,1 mg,Tablet,180,89
bumex,2 mg,Tablet,30,25
bumex,2 mg,Tablet,60,50
bumex,2 mg,Tablet,90,75
bumex,2 mg,Tablet,120,99
bumex,2 mg,Tablet,180,149
boniva,150 mg,Tablet,3,23
boniva,150 mg,Tablet,9,67
bleph10,10%/5 ml,Solution,1,33
bleph10,10%/5 ml,Solution,3,98
bleph10,10%/15 ml,Solution,1,45
bleph10,10%/15 ml,Solution,3,134
biaxin,250 mg,Tablet,30,26
biaxin,250 mg,Tablet,60,52
biaxin,500 mg,Tablet,30,19
biaxin,500 mg,Tablet,60,38
beyaz,3 mg/0.02 mg/0.451 mg,Tablet,28,148
beyaz,3 mg/0.02 mg/0.451 mg,Tablet,84,443
beyaz,4 mg/0.02 mg/0.451 mg,Tablet,84,341.88
betapace,80 mg,Tablet,30,4
betapace,80 mg,Tablet,60,8
betapace,80 mg,Tablet,90,11
betapace,80 mg,Tablet,180,22
betapace,80 mg,Tablet,270,33
betapace,120 mg,Tablet,30,6
betapace,120 mg,Tablet,60,12
betapace,120 mg,Tablet,90,17
betapace,120 mg,Tablet,180,34
betapace,160 mg,Tablet,30,6
betapace,160 mg,Tablet,60,12
betapace,160 mg,Tablet,90,18
betapace,160 mg,Tablet,180,36
betapace,240 mg,Tablet,30,9
betapace,240 mg,Tablet,60,17
betapace,240 mg,Tablet,90,25
betapace,240 mg,Tablet,180,49
benzamycintopicalgel,3%/5%/23.3 gm,Gel,1,135
benzamycintopicalgel,3%/5%/23.3 gm,Gel,3,405
benzamycintopicalgel,3%/5%/46.6 gm,Gel,1,117
benzamycintopicalgel,3%/5%/46.6 gm,Gel,3,349
benzacac,2.5%/60 gm,Gel,1,18
benzacac,5%/42.5 gm,Gel,1,6
benzacac,5%/60 gm,Gel,1,13
benzacac,5%/90 gm,Gel,1,22
benzacac,10%/28 gm,Gel,1,7.47
benzacac,10%/60 gm,Gel,1,16
benzacac,10%/90 gm,Gel,1,21
benzacac,10%/48 gm,Gel,1,7
benicar,5 mg,Tablet,30,11
benicar,5 mg,Tablet,60,21
benicar,5 mg,Tablet,90,30
benicar,5 mg,Tablet,180,58
benicar,20 mg,Tablet,30,11
benicar,20 mg,Tablet,45,17
benicar,20 mg,Tablet,60,21
benicar,20 mg,Tablet,90,30
benicar,40 mg,Tablet,30,11
benicar,40 mg,Tablet,60,21
benicar,40 mg,Tablet,90,30
benemid,500 mg,Tablet,30,16
benemid,500 mg,Tablet,60,31
benemid,500 mg,Tablet,90,46
benemid,500 mg,Tablet,120,62
benemid,500 mg,Tablet,180,92
benadryl,25 mg,Capsule,100,4
benadryl,50 mg,Capsule,100,4
benadryl,25 mg,Tablet,100,4
bactroban,2%/15 gm,Cream,1,182
bactroban,2%/30 gm,Cream,1,311
bactroban,2%/22 gm,Ointment,1,7
bactroban,2%/22 gm,Ointment,3,21
azulfidineentabs,500 mg,Tablet Dr,60,14
azulfidineentabs,500 mg,Tablet Dr,120,28
azulfidineentabs,500 mg,Tablet Dr,180,42
azulfidineentabs,500 mg,Tablet Dr,240,56
azulfidineentabs,500 mg,Tablet Dr,360,84
azulfidine,500 mg,Tablet,60,13
azulfidine,500 mg,Tablet,120,25
azulfidine,500 mg,Tablet,180,37
azulfidine,500 mg,Tablet,240,50
azulfidine,500 mg,Tablet,360,74
aygestin,5 mg,Tablet,30,31
aygestin,5 mg,Tablet,60,62
aygestin,5 mg,Tablet,90,93
aygestin,5 mg,Tablet,56,60
avodart,0.5 mg,Capsule,30,8
avodart,0.5 mg,Capsule,60,16
avodart,0.5 mg,Capsule,90,21
avelox,400 mg,Tablet,30,55
avapro,75 mg,Tablet,30,7
avapro,75 mg,Tablet,60,13
avapro,75 mg,Tablet,90,19
avapro,75 mg,Tablet,180,37
avapro,150 mg,Tablet,30,7
avapro,150 mg,Tablet,60,14
avapro,150 mg,Tablet,90,21
avapro,150 mg,Tablet,180,42
avapro,300 mg,Tablet,30,7
avapro,300 mg,Tablet,60,14
avapro,300 mg,Tablet,90,21
avalide,150 mg/12.5 mg,Tablet,30,9
avalide,150 mg/12.5 mg,Tablet,60,18
avalide,150 mg/12.5 mg,Tablet,90,27
avalide,150 mg/12.5 mg,Tablet,180,53
avalide,300 mg/12.5 mg,Tablet,30,8
avalide,300 mg/12.5 mg,Tablet,60,15
avalide,300 mg/12.5 mg,Tablet,90,22
augmentin,250 mg/125 mg,Tablet,30,38
augmentin,500 mg/125 mg,Tablet,20,10
augmentin,875 mg/125 mg,Tablet,20,7
atrovent,0.02%/2.5 ml,Solution,25,5
atrovent,0.02%/2.5 ml,Solution,30,4
atrovent,0.02%/2.5 ml,Solution,60,7
atrovent,0.03%/30 ml,Spray,1,27
atrovent,0.06%/15 ml,Spray,1,23
atrovent,0.02%/2.5 ml,Solution,50,7
atrovent,0.02%/2.5 ml,Solution,75,10
atacandhct,16 mg/12.5 mg,Tablet,30,47
atacandhct,16 mg/12.5 mg,Tablet,45,70
atacandhct,16 mg/12.5 mg,Tablet,60,92
atacandhct,16 mg/12.5 mg,Tablet,90,132
atacandhct,32 mg/12.5 mg,Tablet,30,107
atacandhct,32 mg/12.5 mg,Tablet,60,214
atacandhct,32 mg/12.5 mg,Tablet,90,321
atacandhct,32 mg/25 mg,Tablet,30,111
atacandhct,32 mg/25 mg,Tablet,45,166
atacandhct,32 mg/25 mg,Tablet,60,221
atacandhct,32 mg/25 mg,Tablet,90,331
atacand,4 mg,Tablet,30,52
atacand,4 mg,Tablet,60,103
atacand,4 mg,Tablet,90,155
atacand,4 mg,Tablet,180,309
atacand,8 mg,Tablet,30,55
atacand,8 mg,Tablet,45,82
atacand,8 mg,Tablet,60,109
atacand,8 mg,Tablet,90,163
atacand,16 mg,Tablet,30,59
atacand,16 mg,Tablet,60,118
atacand,16 mg,Tablet,90,176
atacand,16 mg,Tablet,180,352
atacand,32 mg,Tablet,30,48
atacand,32 mg,Tablet,45,71
atacand,32 mg,Tablet,60,95
atacand,32 mg,Tablet,90,142
astelinastepro,137 mcg/30 ml,Nasal Spray,1,12
astelinastepro,205.5 mcg/30 ml,Nasal Spray,1,36
asacolhd,800 mg,Tablet Dr,60,285
asacolhd,800 mg,Tablet Dr,90,428
asacolhd,800 mg,Tablet Dr,120,570
asacolhd,800 mg,Tablet Dr,180,855
arthrotec,50 mg/.02 mg,Tablet,30,36
arthrotec,50 mg/.02 mg,Tablet,60,72
arthrotec,50 mg/.02 mg,Tablet,90,108
arthrotec,50 mg/.02 mg,Tablet,180,216
arthrotec,75 mg/.02 mg,Tablet,30,36
arthrotec,75 mg/.02 mg,Tablet,60,72
arthrotec,75 mg/.02 mg,Tablet,90,108
arthrotec,75 mg/.02 mg,Tablet,180,216
arimidex,1 mg,Tablet,30,5
arimidex,1 mg,Tablet,90,14
ariceptodt,5 mg,Tablet Odt,30,9
ariceptodt,5 mg,Tablet Odt,90,27
ariceptodt,10 mg,Tablet Odt,30,10
ariceptodt,10 mg,Tablet Odt,60,20
ariceptodt,10 mg,Tablet Odt,90,30
ariceptodt,10 mg,Tablet Odt,180,60
aricept,5 mg,Tablet,30,7
aricept,5 mg,Tablet,60,12
aricept,5 mg,Tablet,90,18
aricept,5 mg,Tablet,180,34
aricept,10 mg,Tablet,30,7
aricept,10 mg,Tablet,60,12
aricept,10 mg,Tablet,90,18
aricept,10 mg,Tablet,180,34
aricept,23 mg,Tablet,30,30
aricept,23 mg,Tablet,90,89
arava,10 mg,Tablet,30,57
arava,10 mg,Tablet,60,114
arava,10 mg,Tablet,90,171
arava,20 mg,Tablet,30,66
arava,20 mg,Tablet,45,99
arava,20 mg,Tablet,60,132
arava,20 mg,Tablet,90,198
apri,0.15 mg/0.03 mg,Tablet,28,11
apri,0.15 mg/0.03 mg,Tablet,84,31
antivert,12.5 mg,Tablet,30,4
antivert,12.5 mg,Tablet,60,8
antivert,12.5 mg,Tablet,90,11
antivert,25 mg,Tablet,30,4
antivert,25 mg,Tablet,60,8
antivert,25 mg,Tablet,90,11
antara,43 mg,Capsule Micronized,30,43
antara,43 mg,Capsule Micronized,60,85
antara,43 mg,Capsule Micronized,90,127
antara,130 mg,Capsule Micronized,30,89
antara,130 mg,Capsule Micronized,90,266
ansaid,50 mg,Tablet,30,5
ansaid,50 mg,Tablet,60,10
ansaid,50 mg,Tablet,90,15
ansaid,50 mg,Tablet,120,20
ansaid,100 mg,Tablet,30,10
ansaid,100 mg,Tablet,60,20
ansaid,100 mg,Tablet,90,30
ansaid,100 mg,Tablet,180,60
amoxil,250 mg,Capsule,30,4
amoxil,250 mg,Capsule,40,5
amoxil,250 mg,Capsule,60,8
amoxil,250 mg,Capsule,100,12
amoxil,500 mg,Capsule,30,4
amoxil,500 mg,Capsule,40,5
amoxil,500 mg,Capsule,60,8
amoxil,500 mg,Capsule,100,12
amoxil,500 mg,Tablet,30,4
amoxil,500 mg,Tablet,40,5
amoxil,500 mg,Tablet,60,8
amoxil,500 mg,Tablet,100,12
amoxil,875 mg,Tablet,20,4
amoxil,875 mg,Tablet,30,6
amoxil,875 mg,Tablet,100,20
amaryl,1 mg,Tablet,30,4
amaryl,1 mg,Tablet,60,8
amaryl,1 mg,Tablet,90,11
amaryl,1 mg,Tablet,180,22
amaryl,2 mg,Tablet,30,4
amaryl,2 mg,Tablet,60,8
amaryl,2 mg,Tablet,90,11
amaryl,2 mg,Tablet,180,22
amaryl,4 mg,Tablet,30,4
amaryl,4 mg,Tablet,60,8
amaryl,4 mg,Tablet,90,11
amaryl,4 mg,Tablet,180,22
altace,1.25 mg,Capsule,30,10
altace,1.25 mg,Capsule,60,19
altace,1.25 mg,Capsule,90,29
altace,1.25 mg,Capsule,180,57
altace,2.5 mg,Capsule,30,4
altace,2.5 mg,Capsule,60,8
altace,2.5 mg,Capsule,90,11
altace,2.5 mg,Capsule,180,22
altace,5 mg,Capsule,30,4
altace,5 mg,Capsule,60,8
altace,5 mg,Capsule,90,11
altace,5 mg,Capsule,180,22
altace,10 mg,Capsule,30,4
altace,10 mg,Capsule,60,8
altace,10 mg,Capsule,90,11
altace,10 mg,Capsule,180,22
alphaganp,0.15%/5 ml,Solution Ophthalmic,1,115
alphaganp,0.15%/10 ml,Solution Ophthalmic,1,226
alphaganp,0.15%/15 ml,Solution Ophthalmic,1,329
alphaganp,0.2%/5 ml,Solution Ophthalmic,1,3
alphaganp,0.2%/5 ml,Solution Ophthalmic,3,9
alphaganp,0.2%/10 ml,Solution Ophthalmic,1,6
alphaganp,0.2%/10 ml,Solution Ophthalmic,3,17
alphaganp,0.2%/15 ml,Solution Ophthalmic,1,9
alphaganp,0.2%/15 ml,Solution Ophthalmic,3,26
alphaganp,0.1%/5 ml,Solution Ophthalmic,1,156
alphaganp,0.1%/10 ml,Solution Ophthalmic,1,311
aldomet,250 mg,Tablet,30,5
aldomet,250 mg,Tablet,60,8
aldomet,250 mg,Tablet,90,11
aldomet,250 mg,Tablet,120,14
aldomet,250 mg,Tablet,180,20
aldomet,500 mg,Tablet,60,11
aldomet,500 mg,Tablet,90,16
aldomet,500 mg,Tablet,120,21
aldomet,500 mg,Tablet,180,31
aldomet,500 mg,Tablet,270,46
aldara,5%/24 packets,Cream,1,50
aldara,5%/12packets,Cream,1,25
aldactone,25 mg,Tablet,30,5
aldactone,25 mg,Tablet,60,9
aldactone,25 mg,Tablet,90,11
aldactone,25 mg,Tablet,180,19
aldactone,50 mg,Tablet,30,5
aldactone,50 mg,Tablet,60,10
aldactone,50 mg,Tablet,90,15
aldactone,50 mg,Tablet,120,20
aldactone,50 mg,Tablet,180,29
aldactone,100 mg,Tablet,30,9
aldactone,100 mg,Tablet,45,13
aldactone,100 mg,Tablet,60,17
aldactone,100 mg,Tablet,90,25
aldactone,100 mg,Tablet,180,50
aldactazide,25 mg/25 mg,Tablet,30,22
aldactazide,25 mg/25 mg,Tablet,45,33
aldactazide,25 mg/25 mg,Tablet,60,44
aldactazide,25 mg/25 mg,Tablet,90,66
aldactazide,25 mg/25 mg,Tablet,180,131
adalatcc,30 mg,Tablet Er,30,8
adalatcc,30 mg,Tablet Er,60,15
adalatcc,30 mg,Tablet Er,90,22
adalatcc,30 mg,Tablet Er,180,43
adalatcc,60 mg,Tablet Er,30,8
adalatcc,60 mg,Tablet Er,60,15
adalatcc,60 mg,Tablet Er,90,23
adalatcc,60 mg,Tablet Er,180,45
adalatcc,90 mg,Tablet Er,30,16
adalatcc,90 mg,Tablet Er,60,31
adalatcc,90 mg,Tablet Er,90,45
aczone,25 mg,Tablet,30,45
aczone,25 mg,Tablet,60,90
aczone,25 mg,Tablet,90,135
aczone,25 mg,Tablet,120,180
aczone,25 mg,Tablet,180,269
aczone,100 mg,Tablet,30,57
aczone,100 mg,Tablet,60,113
aczone,100 mg,Tablet,90,169
aczone,5%/60 gm,Gel,1,227
aczone,5%/90 gm,Gel,1,363
aczone,7.5%/60 gm,Gel,1,573
aczone,7.5%/90 gm,Gel,1,752
acular,0.5%/5 ml,Solution Opthhalmic,1,10
acular,0.5%/5 ml,Solution Opthhalmic,3,29
acular,0.5%/10 ml,Solution Opthhalmic,1,19
acular,0.5%/10 ml,Solution Opthhalmic,3,56
actos,15 mg,Tablet,30,8
actos,15 mg,Tablet,60,15
actos,15 mg,Tablet,90,23
actos,15 mg,Tablet,180,45
actos,30 mg,Tablet,30,8
actos,30 mg,Tablet,60,15
actos,30 mg,Tablet,90,23
actos,45 mg,Tablet,30,8
actos,45 mg,Tablet,60,15
actos,45 mg,Tablet,90,23
actoplusmet,15 mg/500 mg,Tablet,30,28
actoplusmet,15 mg/500 mg,Tablet,60,56
actoplusmet,15 mg/500 mg,Tablet,90,83
actoplusmet,15 mg/500 mg,Tablet,180,166
actoplusmet,15 mg/850 mg,Tablet,30,24
actoplusmet,15 mg/850 mg,Tablet,60,48
actoplusmet,15 mg/850 mg,Tablet,90,71
actoplusmet,15 mg/850 mg,Tablet,180,142
actonel,5 mg,Tablet,30,112
actonel,30 mg,Tablet,30,1294
actonel,35 mg,Tablet,4,37
actonel,35 mg,Tablet,12,109
actonel,150 mg,Tablet,1,41
actonel,150 mg,Tablet,3,121
actonel,35 mg,Tablet Dr,4,37
actonel,35 mg,Tablet Dr,12,132
aciphex,20 mg,Tablet Dr,30,12
aciphex,20 mg,Tablet Dr,60,24
aciphex,20 mg,Tablet Dr,90,35
aciphex,20 mg,Tablet Dr,180,70
accuretic,10 mg/12.5 mg,Tablet,30,20
accuretic,10 mg/12.5 mg,Tablet,60,40
accuretic,10 mg/12.5 mg,Tablet,90,60
accuretic,10 mg/12.5 mg,Tablet,180,120
accuretic,20 mg/12.5 mg,Tablet,30,19
accuretic,20 mg/12.5 mg,Tablet,60,38
accuretic,20 mg/12.5 mg,Tablet,90,57
accuretic,20 mg/12.5 mg,Tablet,180,114
accuretic,20 mg/25 mg,Tablet,30,18
accuretic,20 mg/25 mg,Tablet,60,36
accuretic,20 mg/25 mg,Tablet,90,54
accuretic,20 mg/25 mg,Tablet,180,108
accupril,5 mg,Tablet,30,4
accupril,5 mg,Tablet,45,5
accupril,5 mg,Tablet,60,6
accupril,5 mg,Tablet,90,9
accupril,5 mg,Tablet,180,17
accupril,10 mg,Tablet,30,4
accupril,10 mg,Tablet,60,8
accupril,10 mg,Tablet,90,12
accupril,10 mg,Tablet,180,23
accupril,20 mg,Tablet,30,5
accupril,20 mg,Tablet,60,10
accupril,20 mg,Tablet,90,14
accupril,20 mg,Tablet,180,28
accupril,40 mg,Tablet,30,4
accupril,40 mg,Tablet,60,8
accupril,40 mg,Tablet,90,12
accupril,40 mg,Tablet,180,23
abilify,2 mg,Tablet,30,13
abilify,2 mg,Tablet,60,22
abilify,2 mg,Tablet,90,31
abilify,5 mg,Tablet,30,14
abilify,5 mg,Tablet,45,19
abilify,5 mg,Tablet,60,25
abilify,5 mg,Tablet,90,35
abilify,10 mg,Tablet,60,25
abilify,10 mg,Tablet,90,35
abilify,15 mg,Tablet,30,14
abilify,15 mg,Tablet,90,35
abilify,20 mg,Tablet,30,28
abilify,20 mg,Tablet,45,39
abilify,20 mg,Tablet,90,75
abilify,30 mg,Tablet,30,25
abilify,30 mg,Tablet,90,68
abilify,2 mg,Tablet,45,18
abilify,10 mg,Tablet,30,14
abilify,10 mg,Tablet,45,19
abilify,15 mg,Tablet,45,20
abilify,15 mg,Tablet,60,25
abilify,20 mg,Tablet,60,52
abilify,30 mg,Tablet,45,0
abilify,30 mg,Tablet,60,0
